timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2024-12-02T12:13:57,codecarbon,db976e2e-78cc-4a1f-982b-7d35ace15dbe,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,78645.08377540001,0.4803557234720255,6.107892577797464e-06,42.5,0.0,5.8941850662231445,0.9284027632618157,0,0.12874609214675953,1.0571488554085757,United States,USA,georgia,,,Windows-10-10.0.22631-SP0,3.11.10,2.8.0,12,12th Gen Intel(R) Core(TM) i7-1255U,,,-84.3742,33.7043,15.717826843261719,machine,N,1.0
